source country,source sector,source sector group,color,target country,target sector,target sector group,amount,year
Japan,Manufacture of machinery,Manufacture and production,red,USA,Manufacture of machinery,Manufacture and production,837.655995731,1996
Japan,Manufacture of office machinery and computers,Manufacture and production,red,RoW Asia and Pacific,Chemicals,Manufacture and production,831.961135517,1996
USA,Precious metals production,Manufacture and production,red,Switzerland,Precious metals production,Manufacture and production,817.591616511,1996
Canada,Manufacture of other transport equipment,Manufacture and production,red,USA,Manufacture of other transport equipment,Manufacture and production,815.773075504,1996
USA,Manufacture of medical and precision instruments,Manufacture and production,red,Japan,Manufacture of medical and precision instruments,Manufacture and production,803.802382253,1996
USA,Manufacture of machinery,Manufacture and production,red,Canada,Manufacture of machinery,Manufacture and production,799.083064423,1996
Canada,Aluminium production,Manufacture and production,red,USA,Aluminium production,Manufacture and production,787.543593126,1996
Germany,Manufacture of motor vehicles,Manufacture and production,red,Sweden,Manufacture of motor vehicles,Manufacture and production,777.947752636,1996
South Korea,Tanning and dressing of leather,Manufacture and production,red,RoW Asia and Pacific,Chemicals,Manufacture and production,761.706518433,1996
RoW Asia and Pacific,Chemicals,Manufacture and production,red,USA,Chemicals,Manufacture and production,747.475026766,1996
South Korea,Plastics,Manufacture and production,red,RoW Asia and Pacific,Manufacture of rubber and plastic products,Manufacture and production,732.041537706,1996
China,Manufacture of textiles,Manufacture and production,red,RoW Asia and Pacific,Manufacture of wearing apparel,Manufacture and production,731.562952106,1996
United Kingdom,Manufacture of other transport equipment,Manufacture and production,red,USA,Manufacture of other transport equipment,Manufacture and production,728.2960697,1996
Germany,Manufacture of motor vehicles,Manufacture and production,red,Spain,Manufacture of motor vehicles,Manufacture and production,725.331736302,1996
Japan,Chemicals,Manufacture and production,red,RoW Asia and Pacific,Health and social work,Services,721.513632418,1996
United Kingdom,Manufacture of motor vehicles,Manufacture and production,red,Germany,Manufacture of motor vehicles,Manufacture and production,717.970808956,1996
RoW Asia and Pacific,Manufacture of electrical machinery,Manufacture and production,red,Japan,Manufacture of electrical machinery,Manufacture and production,708.504685448,1996
Japan,Chemicals,Manufacture and production,red,Taiwan,Chemicals,Manufacture and production,705.578446512,1996
South Korea,Manufacture of textiles,Manufacture and production,red,RoW Asia and Pacific,Manufacture of textiles,Manufacture and production,700.502254405,1996
USA,Chemicals,Manufacture and production,red,Canada,Manufacture of rubber and plastic products,Manufacture and production,691.436139972,1996
Taiwan,Chemicals,Manufacture and production,red,Japan,Chemicals,Manufacture and production,685.132189469,1996
Canada,Chemicals,Manufacture and production,red,USA,Chemicals,Manufacture and production,677.798873865,1996
USA,Chemicals,Manufacture and production,red,RoW Asia and Pacific,Health and social work,Services,674.166270544,1996
Mexico,Manufacture of electrical machinery,Manufacture and production,red,USA,Construction,Utilities,670.37814398,1996
USA,Manufacture of other transport equipment,Manufacture and production,red,France,Manufacture of other transport equipment,Manufacture and production,668.718609766,1996
Japan,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,red,RoW Asia and Pacific,Manufacture of electrical machinery,Manufacture and production,667.502290621,1996
Canada,Pulp,Manufacture and production,red,USA,Paper,Manufacture and production,664.375628158,1996
RoW America,Manufacture of motor vehicles,Manufacture and production,red,Brazil,Manufacture of motor vehicles,Manufacture and production,664.096643167,1996
Sweden,Manufacture of motor vehicles,Manufacture and production,red,Belgium,Manufacture of motor vehicles,Manufacture and production,663.346886343,1996
Japan,Manufacture of motor vehicles,Manufacture and production,red,RoW Middle East,Manufacture of motor vehicles,Manufacture and production,661.241993556,1996
Spain,Manufacture of motor vehicles,Manufacture and production,red,Germany,Manufacture of motor vehicles,Manufacture and production,652.75286999,1996
South Korea,Manufacture of textiles,Manufacture and production,red,Taiwan,Manufacture of textiles,Manufacture and production,651.962487915,1996
USA,Manufacture of other transport equipment,Manufacture and production,red,United Kingdom,Manufacture of other transport equipment,Manufacture and production,648.801127773,1996
USA,P- and other fertiliser,Manufacture and production,red,Taiwan,"Cultivation of vegetables, fruit, nuts","Agriculture, forestry and fishing",643.087718389,1996
RoW Asia and Pacific,Manufacture of office machinery and computers,Manufacture and production,red,USA,Manufacture of office machinery and computers,Manufacture and production,638.530162166,1996
United Kingdom,Manufacture of motor vehicles,Manufacture and production,red,Belgium,Manufacture of motor vehicles,Manufacture and production,635.306655226,1996
Belgium,Manufacture of motor vehicles,Manufacture and production,red,United Kingdom,Manufacture of motor vehicles,Manufacture and production,627.825090176,1996
RoW Asia and Pacific,Hotels and restaurants,Utilities,cyan,USA,Public administration and defence; social security,Services,2020.96533466,1996
RoW Asia and Pacific,"Retail trade, except of motor vehicles",Utilities,cyan,USA,Cultivation of paddy rice,"Agriculture, forestry and fishing",1959.5588337,1996
RoW Asia and Pacific,Wholesale trade and commission trade,Utilities,cyan,Japan,Wholesale trade and commission trade,Utilities,1903.96564139,1996
RoW Asia and Pacific,Wholesale trade and commission trade,Utilities,cyan,South Korea,Wholesale trade and commission trade,Utilities,1504.98836211,1996
RoW Asia and Pacific,Hotels and restaurants,Utilities,cyan,USA,Other business activities,Services,1440.60633141,1996
RoW Asia and Pacific,"Retail trade, except of motor vehicles",Utilities,cyan,South Korea,"Retail trade, except of motor vehicles",Utilities,1148.82704554,1996
RoW Asia and Pacific,"Sale, maintenance, repair of motor vehicles",Utilities,cyan,South Korea,"Sale, maintenance, repair of motor vehicles",Utilities,1142.17907581,1996
RoW Asia and Pacific,Wholesale trade and commission trade,Utilities,cyan,USA,Manufacture of communication equipment,Manufacture and production,1134.77926917,1996
RoW Asia and Pacific,Wholesale trade and commission trade,Utilities,cyan,USA,Chemicals,Manufacture and production,1029.89245047,1996
RoW Asia and Pacific,Wholesale trade and commission trade,Utilities,cyan,Germany,Wholesale trade and commission trade,Utilities,1028.46078988,1996
RoW Asia and Pacific,"Retail trade, except of motor vehicles",Utilities,cyan,Germany,Petroleum Refinery,Manufacture and production,1024.45155504,1996
RoW Asia and Pacific,Wholesale trade and commission trade,Utilities,cyan,USA,Renting of machinery and equipment,Services,766.275612521,1996
RoW Asia and Pacific,Wholesale trade and commission trade,Utilities,cyan,South Korea,Post and telecommunications,Services,723.155363266,1996
France,Hotels and restaurants,Utilities,cyan,USA,Public administration and defence; social security,Services,710.878021394,1996
RoW Asia and Pacific,"Retail trade, except of motor vehicles",Utilities,cyan,United Kingdom,Petroleum Refinery,Manufacture and production,703.762246492,1996
RoW Asia and Pacific,Hotels and restaurants,Utilities,cyan,USA,Financial intermediation,Services,702.947771895,1996
RoW Asia and Pacific,Wholesale trade and commission trade,Utilities,cyan,USA,Manufacture of office machinery and computers,Manufacture and production,651.762134989,1996
USA,Hotels and restaurants,Utilities,cyan,Germany,Public administration and defence; social security,Services,627.435903453,1996
RoW Asia and Pacific,Wholesale trade and commission trade,Utilities,cyan,United Kingdom,Chemicals,Manufacture and production,619.056815253,1996
RoW Asia and Pacific,Hotels and restaurants,Utilities,cyan,USA,Computer and related activities,Services,609.369430275,1996
RoW Asia and Pacific,"Retail trade, except of motor vehicles",Utilities,cyan,South Korea,Wholesale trade and commission trade,Utilities,608.889878716,1996
RoW Asia and Pacific,Wholesale trade and commission trade,Utilities,cyan,South Korea,"Retail trade, except of motor vehicles",Utilities,561.721151822,1996
Spain,Hotels and restaurants,Utilities,cyan,USA,Public administration and defence; social security,Services,540.689177544,1996
France,Hotels and restaurants,Utilities,cyan,USA,Other business activities,Services,506.69845417,1996
Italy,Hotels and restaurants,Utilities,cyan,USA,Public administration and defence; social security,Services,486.956181926,1996
USA,Hotels and restaurants,Utilities,cyan,Germany,Other business activities,Services,485.749163548,1996
RoW America,Hotels and restaurants,Utilities,cyan,USA,Public administration and defence; social security,Services,481.65257263,1996
RoW Asia and Pacific,Wholesale trade and commission trade,Utilities,cyan,South Africa,"Sale, maintenance, repair of motor vehicles",Utilities,435.633087635,1996
